pergunta,resposta,tokens_prompt,tokens_resposta,tokens_total
"Como instalar o sistema operacional num computador?

","De acordo com o Documento 1, para instalar o sistema operacional num computador, siga os seguintes procedimentos:

1. Utilize um HD externo com as imagens do sistema operacional e o CD do software Acronis.
2. Dê boot pelo CD do Acronis.
3. Na tela seguinte, selecione a terceira opção: Acronis True Image Echo Enterprise Server (Full Version).
4. Clique na opção Recovery e depois em Next.
5. No menu do lado esquerdo, selecione “HD_Suporte”.
6. Abra a pasta “Imagens” e selecione a imagem do Sistema Operacional desejado (exemplo: Wind 10 Pro 500, conforme o tamanho do HD que será formatado).
7. Pressione Next.
8. Marque a opção “Restore disk or Partitions” (primeira opção) e clique em Next.
9. Selecione “Disk2” e clique em Next.
10. Selecione o HD que será formatado (cuidado para não selecionar o HD externo) e pressione Next.
11. Marque a primeira opção, “Yes, I want to delete all the partitions or the destination hard disk drive before restoring”, e clique em Next.
12. Deixe a segunda opção marcada “No, I do not.” e selecione Next.
13. Na tela “Additional setting” não marque nada e selecione Next.
14. Na última tela, clique em “Proceed”.
15. Após a finalização do procedimento, clique em “Ok”.

Esses passos descrevem o processo para instalar o sistema operacional utilizando uma imagem padrão com o software Acronis.",33809,332,34141
"Como formatar um computador?

",NÃO ENCONTRADO,47781,7,47788
"Como realizar o preparo pré operatório das mãos?
","O preparo pré operatório das mãos deve ser realizado conforme descrito nos Documentos 3 e 11:

- Abrir a torneira e molhar as mãos, antebraços e cotovelos;
- Recolher, com as mãos em conchas, o antisséptico (clorexidina 2%) e espalhar nas mãos, antebraços e cotovelos. No caso de esponja impregnada com antisséptico (clorexidina 2%), pressionar a parte da esponja contra a pele e espalhar por todas as partes (mãos, antebraços e cotovelos);
- Limpar sob as unhas com as cerdas da escova (conjunto escova/esponja impregnada com antisséptico) ou com o limpador de unhas, sob água corrente. As escovas são exclusivas para limpeza do leito ungueal;
- A escovação não é recomendada para a preparação cirúrgica das mãos;
- Friccionar as mãos observando os espaços interdigitais e os antebraços por no mínimo, 03 a 05 minutos para a primeira cirurgia, e 02 a 03 minutos para as cirurgias subsequentes, mantendo as mãos acima do cotovelo;
- Enxaguar as mãos com água corrente no sentido das mãos para cotovelos retirando todo o resíduo do produto. Fechar a torneira com os cotovelos, joelho ou pés, se a torneira não possuir fotosensor;
- Enxugar as mãos em toalhas ou compressas estéreis, com movimentos compressivos, iniciando pelas mãos e seguindo pelos antebraços e cotovelos, atentando para utilizar diferentes dobras da toalha/compressa para regiões distintas.

Além disso, conforme Documento 14 e Documento 8, a higienização adequada das mãos deve ser feita por meio da antissepsia cirúrgica ou preparo pré-operatório das mãos, conforme POP.CCIH.002.

Portanto, o preparo pré operatório das mãos consiste na antissepsia cirúrgica com clorexidina 2%, incluindo a limpeza das unhas, fricção por tempo adequado, enxágue e secagem com material estéril, mantendo as mãos acima do cotovelo durante o procedimento.",34797,483,35280
"Qual o tipo de precaução para a doença adenovírus?
","O tipo de precaução para a doença adenovírus é:  
Gotículas + Contato | Durante a doença.",74089,26,74115
"Qual o tempo de precaução para a doença adenovírus?
","O tempo de precaução para a doença adenovírus é ""Durante a doença"".  

Essa informação está explicitamente contida nos documentos 1, 6, 9, 10, 11, 12, 22 e 28, onde consta no quadro de orientações técnicas de precauções baseadas na transmissão:

""ADENOVÍRUS - Lactente e pré-escolar | Gotículas + Contato | Durante a doença""  
e também  
""PNEUMONIA Adenovírus | Contato + Gotículas | Durante a doença"".",76767,118,76885
"Qual o tipo de precaução para brucelose?
","O tipo de precaução para brucelose é: **Precaução padrão**.

Essa informação está explicitamente contida nos Documentos 5, 16 e 21, conforme trecho do Quadro 1: Orientações técnicas de precauções baseadas na transmissão:

""BRUCELOSE | Padrão""  
""Utilizar máscara cirúrgica conforme precaução padrão.""",55385,83,55468
"Qual a duração da precaução para clostridium?
","A duração da precaução para Clostridium difficile (Colite associada a antibiótico) é:  
""Manter durante a doença. Descontinuar antimicrobianos se apropriado. Instituir na suspeita e manter até 48h sem diarreia e com tratamento adequado.""",69099,63,69162
"Qual o tipo e a duração da precaução para tuberculose extrapulmonar?
","O tipo de precaução para tuberculose extrapulmonar e não laríngea é **precaução padrão**.

A duração da precaução para tuberculose extrapulmonar e não laríngea é **não especificada explicitamente**, apenas consta que é ""Padrão"".

Essa informação está explicitamente contida no Documento 2 (e repetida em outros documentos como 4, 7, 9, 12, 16 e 26), no trecho do quadro de doenças:

""TUBERCULOSE  
Pulmonar ou laríngea (suspeita ou confirmada) | Aerossóis | Confirmada: Terapia eficaz 15 dias + 3 pesquisas BAAR negativas (Genexpert não deve ser utilizado para monitorar o tratamento)  
Suspeita: 3 pesquisas de BAAR negativas ou Genexpert negativo ou diagnóstico alternativo estabelecido.  
Extrapulmonar e não laríngea | Padrão""

Não há indicação explícita da duração da precaução para tuberculose extrapulmonar, apenas que o tipo é ""Padrão"".

---

**Resposta final:**

Tipo da precaução para tuberculose extrapulmonar: **Padrão**  
Duração da precaução para tuberculose extrapulmonar: **Não especificada (Padrão)**",67634,282,67916
"Qual o tipo e a duração da precaução para suspeita de tuberculose pulmonar?
","O tipo da precaução para suspeita de tuberculose pulmonar é **precaução para aerossóis**.

A duração da precaução para tuberculose pulmonar suspeita é:  
- **Suspeita:** 3 pesquisas de BAAR negativas ou Genexpert negativo ou diagnóstico alternativo estabelecido.  
- **Confirmada:** Terapia eficaz por 15 dias + 3 pesquisas BAAR negativas (Genexpert não deve ser utilizado para monitorar o tratamento).

Fonte: Documento 2, Documento 11, Documento 28.

Resumo extraído dos documentos:  
""TUBERCULOSE  
Pulmonar ou laríngea (suspeita ou confirmada) | Aerossóis | Confirmada: Terapia eficaz 15 dias + 3 pesquisas BAAR negativas (Genexpert não deve ser utilizado para monitorar o tratamento)  
Suspeita: 3 pesquisas de BAAR negativas ou Genexpert negativo ou diagnóstico alternativo estabelecido.""

Portanto, a resposta é:

**Tipo da precaução:** Aerossóis  
**Duração da precaução:**  
- Suspeita: até 3 pesquisas de BAAR negativas ou Genexpert negativo ou diagnóstico alternativo estabelecido.  
- Confirmada: terapia eficaz por 15 dias + 3 pesquisas BAAR negativas.",60951,270,61221
"O que é precaução padrão?

","Precaução padrão: medidas universais, que devem ser adotadas pelos profissionais de saúde para todos os pacientes, independente do diagnóstico.

Fonte: Documento 3 e Documento 34.",53932,38,53970
"O que é precaução padrão?
Quais os momentos de higienização das mãos?
","O que é precaução padrão?

Precaução padrão: medidas universais, que devem ser adotadas pelos profissionais de saúde para todos os pacientes, independente do diagnóstico. (Documento 1, Documento 12, Documento 15)

Quais os momentos de higienização das mãos?

A higiene das mãos deve ocorrer:
- Antes e depois do contato com o paciente;
- Antes de manusear dispositivos invasivos;
- Após contato com sangue, secreções ou fluidos corporais (mesmo usando luvas);
- Durante a assistência ao paciente ao passar de uma área contaminada para outra área não contaminada do corpo do paciente;
- Após contato com as superfícies próximas do paciente. (Documento 1, Documento 12, Documento 15)

Além disso, em outros documentos, a higienização das mãos deve ser feita nos 5 momentos, conforme POP.CCIH.001 Higienização das Mãos (Documento 2, Documento 3, Documento 28, Documento 34).

Resumo dos momentos de higienização das mãos (conforme POP.CCIH.001):
- Antes do contato com o paciente;
- Antes de procedimentos assépticos;
- Após risco de exposição a fluidos corporais;
- Após contato com o paciente;
- Após contato com o ambiente próximo ao paciente.

(Os documentos mencionam ""conforme POP.CCIH.001"", que detalha os 5 momentos, mas o texto completo dos 5 momentos não está explicitamente listado nos documentos fornecidos, apenas referenciado.)

---

**Resposta final:**

**O que é precaução padrão?**  
Medidas universais, que devem ser adotadas pelos profissionais de saúde para todos os pacientes, independente do diagnóstico.

**Quais os momentos de higienização das mãos?**  
A higiene das mãos deve ocorrer:  
- Antes e depois do contato com o paciente;  
- Antes de manusear dispositivos invasivos;  
- Após contato com sangue, secreções ou fluidos corporais (mesmo usando luvas);  
- Durante a assistência ao paciente ao passar de uma área contaminada para outra área não contaminada do corpo do paciente;  
- Após contato com as superfícies próximas do paciente.",51004,456,51460
"Quando devo usar luvas?
","De acordo com o Documento 3:

""Usar luvas quando houver risco ou contato direto com sangue, secreções, excreções, mucosas, pele não íntegra. Remover as luvas após uso, antes de tocar em itens e superfícies não contaminadas e antes de passar para outro paciente. Realizar a higiene das mãos imediatamente após remover as luvas.""

E também, conforme o Documento 9:

""Utilizar luvas quando houver contato direto com o paciente ou a sua unidade de internação. Colocá-las somente na beira do leito. Retirá-las antes de sair do quarto, desprezá-las em recipiente próprio (resíduo infectante).""

E no Documento 2:

""Usar luvas e avental para manejo com o paciente.""

Portanto, deve-se usar luvas:

- Quando houver risco ou contato direto com sangue, secreções, excreções, mucosas, pele não íntegra.
- Quando houver contato direto com o paciente ou sua unidade de internação.
- Para manejo com o paciente.

Resposta:  
Devo usar luvas quando houver risco ou contato direto com sangue, secreções, excreções, mucosas, pele não íntegra, contato direto com o paciente ou sua unidade de internação, e para manejo com o paciente.",41034,269,41303
"Como descartar material perfurocortante?
","Descartar materiais perfurantes cortantes em recipiente adequado, utilizando sempre os dispositivos de segurança, conforme MA.HE.004 Biossegurança e precauções na assistência, disponível no site do HE-UFPel -> Intranet -> Documentos e manuais -> Manuais, POPs e Protocolos aprovados pela Qualidade -> Outros/GAS -> Manuais.",41372,75,41447
Quando a precaução por contato é indicada?,"A precaução por contato é indicada para pacientes infectados ou colonizados por bactérias multirresistentes ou micro-organismos epidemiologicamente importantes passíveis de transmissão por contato direto. (Documento 1)

Além disso, o Quadro 1 dos Documentos 4 e 11 detalha que a precaução por contato deve ser mantida durante a doença para diversas condições, como:

- Bactérias multirresistentes: até a alta e até 12 meses se reinternação.
- Bronquiolite / Infecção respiratória por Vírus Sincicial respiratório / Vírus Parainfluenzae: durante a doença.
- Clostridium difficile (Colite associada a antibiótico): durante a doença, com critérios específicos para descontinuação.
- Cólera: durante a doença.
- Colite associada a antibiótico: durante a doença.
- Conjuntivite bacteriana, gonocócica e Chlamydia trachomatis viral aguda (hemorrágica): durante a doença.
- Escabiose: terapia eficaz 24h.
- Estafilococcia com secreção não contida: durante a doença.
- Enterocolite por Clostridium difficile: durante a doença.
- Furunculose estafilocócica: durante a doença.
- Gastroenterite por diversos agentes: durante a doença.
- Herpes simples neonatal: durante a doença.
- Impetigo: terapia eficaz por 24 horas.
- Infecção de ferida cirúrgica com secreção não contida: conforme evolução da ferida.
- Pediculose: terapia eficaz 24h.
- Pneumonia por Burkholderia cepacia em fibrose cística: durante a doença.
- Rubéola até 1 ano de idade: contato.
- Salmonelose em paciente incontinente: durante a doença.
- Shigelose em paciente incontinente em uso de fraldas: durante a doença.
- Síndrome da pele escaldada: padrão contato.
- Teníase: padrão contato.
- Úlcera/lesão por pressão durante a doença, se não contida por curativo.
- Varicela em imunossuprimidos ou disseminada: até todas as lesões tornarem-se crostas.
- Vírus sincicial respiratório lactente ou pré-escolar: durante a doença.
- Vírus parainfluenzae lactente ou pré-escolar: durante a doença.

(Quadro 1 dos Documentos 4, 11 e 13)

Portanto, a precaução por contato é indicada para pacientes com infecções ou colonizações por micro-organismos que se transmitem por contato direto, especialmente bactérias multirresistentes, e para diversas doenças e condições listadas no Quadro 1, durante o período da doença ou conforme evolução clínica.

Resposta resumida:

A precaução por contato é indicada para pacientes infectados ou colonizados por bactérias multirresistentes ou micro-organismos epidemiologicamente importantes passíveis de transmissão por contato direto, e para diversas doenças e condições que envolvem transmissão por contato, conforme listado no Quadro 1, durante o período da doença ou conforme evolução clínica.",62532,669,63201
Quando a precaução por gotículas é indicada?,"A precaução por gotículas é indicada para pacientes com infecção suspeita ou reconhecida, de importância epidemiológica, que sejam transmitidas por gotículas com tamanho superior a 5µ. (Documento 1)",55911,46,55957
A mascara N95 pode ser reutilizada?,"Sim, a máscara N95 pode ser reutilizada enquanto apresentar vedação aceitável, não apresentar sinais de estrago, perda de qualidade e não estiver úmida e/ou suja. (Documento 2 e Documento 18)",33371,48,33419
Quando deve ser feita a tricotomia pré operatória?,"A tricotomia pré-operatória deve ser feita imediatamente antes da cirurgia, utilizando tricotomizadores elétricos, e fora da sala de cirurgia. (Documento 1, Documento 2, Documento 8)",43646,44,43690
Quando preencher o checklist de prevenção de infecção de corrente sanguínea?,"O preenchimento do checklist de prevenção de infecção de corrente sanguínea deve ser realizado:

- Em todas as passagens de acesso venoso central realizadas no HE - UFPel/EBSERH (Documento 1, Documento 2, Documento 5).
- De forma concomitante à realização do procedimento, independentemente de turno (Documento 1, Documento 2, Documento 5).
- Sempre que houver inserção de catéter, em todos os turnos de trabalho (manhã, tarde e noite) (Documento 3, Documento 4, Documento 5, Documento 7).

Além disso, o preenchimento deve ser realizado pelo enfermeiro que acompanha o procedimento, enquanto ele ocorre. Em situações onde não é possível a presença do enfermeiro, este deverá delegar a um técnico em enfermagem o preenchimento do checklist (Documento 3, Documento 4, Documento 5, Documento 7).",44367,191,44558
Onde ele esta disponivel?,"No Documento 47, está explicitamente informado que:

""O material será disponibilizado na Plataforma Virtual de Educação a Distância da Escola de Educação Corporativa EBSERH (3EC). O link para o acesso à plataforma será enviado por e-mail com as informações necessárias para acesso.""

Portanto, ele está disponível na Plataforma Virtual de Educação a Distância da Escola de Educação Corporativa EBSERH (3EC).",42348,86,42434
Onde esta disponível o checklist de prevenção de infecção de corrente sanguínea?,"O checklist de prevenção de infecção de corrente sanguínea está disponível no site do hospital no sistema ADS Hospitalar, aba documentos, pasta CCIH, formulário CCIH – 002.",41276,40,41316
Quando deve ser realizada cultura de vigilancia?,"A cultura de vigilância deve ser realizada:

- Na UTI Neonatal, na admissão do recém-nascido transferido de outra instituição hospitalar com mais de 24 horas de vida, ou com menos de 24 horas de vida, caso tenha realizado procedimentos invasivos (cirurgia, cateter central, sonda vesical, intubação). (Documento 4, Documento 5)

- Na UTI adulto, em pacientes oriundos de outras instituições de saúde que permaneceram internados por 72 horas, ou menos, se associado a procedimentos invasivos (intubação orotraqueal, acessos venosos centrais e arteriais, cateterismo vesical de demora); pacientes oriundos de outros setores do HE-UFPel que permaneceram internados por 7 dias ou mais; pacientes com histórico de hospitalização recente em UTI (últimos 3 meses) ou internação em instituições de longa permanência, home-care e hemodiálise. (Documento 25)

- Após resultados das culturas de vigilância, manter as precauções de contato se forem detectadas bactérias multirresistentes; caso contrário, manter apenas as precauções padrão. (Documento 2, Documento 17)

Portanto, a cultura de vigilância deve ser realizada na admissão de pacientes transferidos de outras instituições hospitalares (especialmente recém-nascidos na UTI Neonatal e pacientes na UTI adulto que preencham os critérios de tempo de internação e procedimentos invasivos), para identificar precocemente a colonização por microrganismos multirresistentes e instituir medidas de precaução adequadas.",64693,340,65033
Quando deve ser trocado o ressuscitador manual?,"O ressuscitador manual deve ser trocado entre pacientes, com desinfecção de alto nível.

Fonte: Documento 1, Documento 2, Documento 4, Documento 42 (trecho idêntico em todos):
""Ambú – Ressussitador Manual Autoinflável | Entre pacientes | Desinfecção de alto nível""",67344,72,67416
Por quanto tempo pode usar um equipo de infusão intermitente?,"A resposta está explicitamente contida nos Documentos 1, 2, 4, 6, 8 e 14, que apresentam a mesma informação sobre a frequência de troca de equipos de infusão intermitente.

Resposta:
O equipo de infusão intermitente pode ser usado por 24 horas.",52276,66,52342
Por quanto tempo pode usar um equipo de NPT?,"A resposta está explicitamente contida nos Documentos 1, 5 e 43, que apresentam a mesma informação sobre a frequência de troca de equipos para NPT (Nutrição Parenteral Total):

- Equipo para NPT deve ser trocado a cada bolsa.

Portanto, a resposta é:

**O equipo de NPT deve ser trocado a cada bolsa.**",52445,79,52524
Por quanto tempo pode o extensor?,"No Documento 5, na tabela de frequência de trocas, está indicado para ""Extensores*"":

""Juntamente com sistema de infusão""

Não há indicação explícita de um tempo máximo ou período específico para o extensor.

Portanto, a resposta é:

NÃO ENCONTRADO",81622,63,81685
Quando trocar o CVC?,"A troca do Cateter Venoso Central (CVC) deve seguir a seguinte orientação, conforme Documento 1, Documento 13, Documento 18 e Documento 29:

- Não há rotina de troca estabelecida para o cateter venoso central.
- Não substituir exclusivamente em virtude do tempo de permanência.
- A troca por fio-guia só deve ser utilizada em complicações NÃO infecciosas.

Portanto, o CVC deve ser trocado apenas em casos de complicações não infecciosas, e não há uma periodicidade fixa para troca baseada apenas no tempo de permanência.",51942,122,52064
Quando trocar o cateter umbilical?,"O cateter umbilical deve ser trocado conforme a seguinte periodicidade:

- Cateter umbilical arterial: a cada 5 dias.
- Cateter umbilical venoso: a cada 7 a 14 dias.

Fonte: Documento 1 (e documentos 2, 3, 4, 5, 8)  
Trecho extraído:  
""Cateter umbilical* | Arterial – 5 dias  
Venoso – 7 a 14 dias""",40004,105,40109
Quando trocar a cobertura de CVC?,"A troca da cobertura de CVC deve ser feita conforme indicado nos documentos 1, 2, 7, 20 e 23, que apresentam a mesma informação:

- Curativo de cateter venoso central*:
  - Membrana transparente semipermeável – até 7 dias
  - Cobertura de gaze estéril – até 48 horas
  - Se a cobertura estiver solta, suja ou úmida trocar imediatamente

Portanto, a cobertura de CVC deve ser trocada até 7 dias se for membrana transparente semipermeável, ou até 48 horas se for cobertura de gaze estéril, e deve ser trocada imediatamente se estiver solta, suja ou úmida.",43521,154,43675
"quais são as responsabilidades do setor de suprimentos
","As responsabilidades do setor de suprimentos, conforme explicitamente contidas nos documentos, são:

- Solicitar à Unidade de Saúde Ocupacional e Segurança do Trabalho aprovação de todo novo produto químico.
- Somente efetuar compra de produto químico que venha acompanhado de ficha de informação de segurança de produtos químicos, em português.

(Texto extraído dos documentos 1, 2, 3, 4, 5, 6, 7, 8, 38, 41, 45 e 48)",62323,109,62432
descreva Paramentação durante manuseio de produtos químicos,"Paramentação durante manuseio de produtos químicos:

A descrição dos equipamentos de proteção individual que devem ser utilizados para as diferentes formas de contato em diversas situações de trabalho (como proteção dos olhos, pele e respiratória) são descritas a seguir:

- Avental de PVC ou outra composição impermeável: Uso obrigatório durante manipulação de produtos químicos líquidos, tais como formol, ácido clorídrico, ácido peracético, corantes e outros.
- Avental cirúrgico com proteção contra produtos químicos: Uso obrigatório durante manipulação e administração de quimioterápicos.
- Calçado de segurança: Uso obrigatório durante o manuseio e transporte de produtos químicos.
- Luvas para proteção química: Uso obrigatório durante o manuseio de produtos químicos com risco de contato com a pele, exceto durante uso de soluções como álcool, clorexidina e outras de atividades médicas assistenciais.
- Luvas de procedimento: Uso obrigatório durante atendimento com uso de soluções como álcool, clorexidina, administração de quimioterápicos e outras atividades médicas assistenciais. Este requisito não se aplica no caso dos produtos químicos em questão estar sendo usado para a higienização de mãos.
- Luvas cirúrgicas: Uso obrigatório durante manipulação de quimioterápicos (dois pares).
- Máscara respiratória - respirador PFF2/N95: Uso obrigatório em ambiente ou durante o manuseio de produtos químicos com risco de inalação de particulados, como poeiras, névoas ou fumos.
- Máscara respiratória - com filtro gases ácidos/vapores orgânicos: Uso obrigatório durante manipulação de produtos químicos com gases, vapores, tais como formol, ácido clorídrico, ácido peracético, tintas, solventes e outros.
- Óculos de proteção: Uso obrigatório em ambiente ou durante o manuseio de produtos químicos com risco de contato com respingos ou gotículas com os olhos do trabalhador.

(Fonte: Documento 1, 2, 9, 24, 48, 49, 55)",51058,433,51491
"o que fazer quando um empregado esta em crise ?
","Quando um empregado está em crise, deve-se seguir o seguinte procedimento, conforme explicitado nos documentos:

- O enfermeiro de saúde mental enviará despacho através do processo SEI sigiloso para a chefia imediata comunicando a data e horário que o colaborador esteve em acolhimento;
- O enfermeiro de saúde mental se reunirá com a médica do trabalho para repassar e discutir o caso, avaliando se há necessidade de avaliação ocupacional;
- Caso necessite de avaliação ocupacional, a médica do trabalho marcará consulta com o colaborador para avaliar a necessidade de atestado médico e/ou retorno ao trabalho;
- No caso de atestado médico, o colaborador seguirá a conduta da médica do trabalho e, no seu retorno, passará por reavaliação de atestado, como também por escuta qualificada com enfermeiro de saúde mental, para devidos encaminhamentos;
- Caso não necessite de atestado médico, como também da avaliação da equipe multiprofissional e esteja apto para o trabalho, ele será liberado para desenvolver suas atividades laborais;
- Após acompanhamento da equipe do canal, o profissional de referência deverá dar um retorno à médica do trabalho e/ou enfermeiro de saúde mental sobre as necessidades emocionais do colaborador para que seja acompanhado adequadamente pela USOST;
- Caso ainda não esteja apto, retornará para reavaliação entre médica do trabalho e enfermeiro de saúde mental para encaminhamentos necessários ao cuidado integral do trabalhador, até que ele esteja apto para o retorno e liberado para exercer suas atividades ocupacionais;
- A chefia imediata que identificar sinais/sintomas de sofrimento mental no seu colaborador deverá abrir processo SEI sigiloso solicitando agendamento de escuta qualificada para relatar a situação do colaborador;
- O enfermeiro de saúde mental deverá consultar e agendar com a parte interessada o dia, horário e local para realização da escuta qualificada;
- Caso a parte interessada se manifeste informando impossibilidade de comparecer na data marcada, reagendar escuta;
- Em caso de ausência não justificada, entrar novamente em contato via telefone e consultar interesse no serviço especializado; caso aceite, reagendar; caso não aceite, finalizar o acolhimento com registro em prontuário;
- Na data agendada, o enfermeiro de saúde mental realizará a escuta qualificada, adquirindo informações para elaboração de um plano eficaz de cuidados, reconhecendo e acolhendo empaticamente as necessidades do colaborador, fazendo, quando necessário, o devido encaminhamento para avaliação dos demais profissionais da equipe do canal de saúde mental;
- O enfermeiro de saúde mental comunicará à chefia imediata do colaborador sobre a demanda recebida através de processo SEI sigiloso;
- A chefia deverá orientar o colaborador sobre o acolhimento proposto pela USOST e informar que ele será contactado pela equipe do canal de saúde mental;
- A chefia imediata estará ciente de todo o processo articulado no acolhimento psicossocial, acompanhando através do processo SEI sigiloso os encaminhamentos indicados.

Esses procedimentos são detalhados em diversos documentos, como Documento 2, 3, 5, 6, 7, 10, 11, 12, 13, 14, 15, 18, 19, 21, 24, 26, 33, 34, 36, 37, 39, 40, 44 e 45.",125351,732,126083
"o que fazer quando acontece derramamento de produto quimico na pele?

","As ações de emergência pós exposição pessoal a produtos químicos variam de acordo com cada produto, por isso devem ser seguidas as instruções contidas em suas respectivas Fichas de Informação de Segurança de Produtos Químicos. O médico deverá ser consultado imediatamente ou o mais breve possível. (Documento 1, seção 3.3.1 Contaminação pessoal; Documento 35, seção 3.3.1 Contaminação pessoal; Documento 27, seção 3.3.1 Contaminação pessoal)",48367,108,48475
"o que fazer se durante o procedimento o empregado percebe que a mascara N95 não foi colocada adequadamente?

",NÃO ENCONTRADO,57238,7,57245
"quais os indices de práticas seguras no HE
","Os índices de práticas seguras no Hospital Escola (HE) são classificados da seguinte forma:

- IPS ótimo: > 95%
- IPS bom: de 86 a 95%
- IPS regular: de 71 a 85%
- IPS ruim: ≤ 70%

Fonte: Documento 1 (e documentos 4 e 5 que repetem a mesma informação).",49619,77,49696
"o que fazer com colega que não esta bem emocionalmente e não aceita ajuda?

","O que fazer com colega que não está bem emocionalmente e não aceita ajuda:

- O colaborador que identificar sinais/sintomas de sofrimento mental no seu colega de trabalho deverá entrar em contato com o enfermeiro de saúde mental, através do e-mail sm.usost.he-ufpel@ebserh.gov.br ou Ramal 5166;
- O enfermeiro de saúde mental deverá consultar e agendar com o colaborador em questão o dia, horário e local, para realização da escuta qualificada;
- Caso a parte interessada se manifeste informando impossibilidade de comparecer na data marcada, reagendar escuta;
- Em caso de ausência não justificada, entrar novamente em contato via telefone e consultar interesse no serviço especializado;
- Caso não aceite, informar que será formalizada a recusa de comparecimento do colaborador através de e-mail institucional e processo SEI sigiloso, como também deixar a chefia imediata ciente da situação relatada;
- O enfermeiro de saúde mental deverá comunicar à chefia imediata do colaborador em questão sobre a demanda recebida através de processo SEI sigiloso;
- A chefia do setor irá informar e orientar o profissional a procurar o acolhimento da saúde mental que a USOST oferece;
- A chefia deverá dar retorno para o enfermeiro de saúde mental através de processo SEI;
- Caso a parte interessada aceite participar do acolhimento, consultar e agendar a escuta qualificada;
- Caso a parte interessada se manifeste informando impossibilidade de comparecer na data marcada, reagendar escuta;
- Em caso de ausência não justificada, entrar novamente em contato via telefone e consultar interesse no serviço especializado, caso aceite, reagendar;
- Caso não aceite, finalizar o acolhimento em questão formalizando para a chefia imediata a recusa do seu colaborador através de processo SEI, como também em registro no prontuário.

Fonte: Documentos 1, 2, 3, 4, 5, 8, 10, 11, 16, 17, 18, 19, 21, 22, 26, 29, 31, 32, 33, 34, 35, 36, 38, 39, 47",128032,476,128508
"Quando as superfícies de trabalho devem ser limpas e desinfectadas?
","As superfícies de trabalho devem ser limpas e desinfetadas no mínimo uma vez por turno e sempre que necessário. (Documento 1, Documento 2, Documento 3, Documento 10, Documento 12)",58301,47,58348
"Considerando os princípios de proteção biológica, quando algum material biológico deve ser considerado e tratado como contaminado?
",NÃO ENCONTRADO,37537,7,37544
"O uso de adornos é permitido no Hospital Escola, desde que estes sejam pequenos, não estejam localizados nas mãos e não ofereçam risco de acidente durante execução dos procedimentos? 
",NÃO ENCONTRADO,49598,7,49605
