id,pergunta,resposta,arquivo_fonte
93,"Como criar tarefa de desenvolvimento?


","Para criar uma tarefa de desenvolvimento no Redmine, após a validação e aprovação dos requisitos pelo demandante, acesse a ferramenta Redmine através do endereço http://projetos.heufpel.com.br/redmine, utilizando o mesmo login/senha de rede. Após estar logado, acesse o menu Projetos, escolha o sistema desejado e vá na aba Tarefas. Selecione a opção Nova Tarefa e preencha os campos do formulário, como Tipo, Título, Situação, Atribuído para, Arquivos, Início e Tempo estimado.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.015 CRIAR TAREFA DE DESENVOLVIMENTO DE SISTEMAS NO REDMINE.docx
94,"Como unificar cadastros no PACS?


","Para unificar cadastros replicados no PACS (DCM4CHEE), siga os seguintes passos:

1.  Encontre o cadastro com as informações corretas no ADS Hospitalar ou AGHU para servir de gabarito, priorizando cadastros com ID de prontuário, CPF, Cartão SUS e Nome da Mãe.
2.  Acesse o DCM4CHEE como administrador.
3.  Selecione a opção ""Search for"" para ""Patient (with or without studies)"".
4.  Pesquise pelo ID do paciente, e posteriormente, pelo nome.
5.  Expanda as linhas cinzas (informação dos pacientes) para tornar visíveis as linhas verdes (informação do exame).
6.  Certifique-se de que os exames (linhas verdes) estejam em um único cadastro (linha cinza) sem informações erradas e com o Issuer identificado como ""ADSHOSPITALAR"".
7.  Dê preferência para cadastros não expansíveis com o Issuer já preenchido ou que possa ser inserido.
8.  Se necessário, crie um novo cadastro com as informações corretas e o Issuer ""ADSHOSPITALAR"".
9.  Clique no cadastro correto com o CTRL pressionado para fixá-lo (ficará laranja).
10. Selecione os exames dos outros cadastros da mesma maneira.
11. Clique em Move e depois em Move na próxima janela.
12. Apague os cadastros vazios quando o DCM4CHEE perguntar.
13. Fixe o cadastro ajustado com o CTRL pressionado.
14. Clique no botão Reset.
15. Repita os passos 15, 16 e 17 caso surjam mais resultados na pesquisa por nome.","Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.017 UNIFICAR CADASTROS NO PACS DCM4CHEE.docx, POP.SETISD.016 CONFERIR WORKLIST PACSADS HOSPITALAR.docx"
95,Como habilitar encaminhamento de chamada?,"Para habilitar o encaminhamento de chamada, acesse a Central Telefônica através da interface web, no endereço 10.100.208.21. Entre com o username e password do administrador. Selecione a opção ""PBX Basic"", subitem ""Extensions"" e edite as configurações do ramal para o qual deseja a alteração. Na aba Options, altere o campo ""Call Forward"" de acordo com as instruções. A primeira coluna representa quando o encaminhamento deve ser feito: Always (sempre encaminhar), On Unavailable (somente quando indisponível) ou When Busy (somente quando ocupado). A segunda coluna representa o tipo de encaminhamento: Voicemail (para o correio de voz), Number (para outro ramal) ou Hang-up (finaliza a ligação). Após alterar o item ""Call Forward"", clique em ""Save"" e depois em ""Apply Configurations Changes Here"".",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.023 HABILITAR ENCAMINHAMENTO DE CHAMADA NO RAMAL.docx
96,"Como corrigir número de uma APAC?
","Para corrigir o número da autorização de uma APAC, a TI deve tomar conhecimento através de um chamado no GLPI, informando o nome completo do paciente, o número errado da APAC e o número correto. Opcionalmente, pode-se informar a data da APAC. O primeiro passo é buscar, através do nome do paciente, o ID da solicitação referente à APAC que será alterada, utilizando o seguinte comando SQL:

```sql
SELECT sol.id, sol.apa_num, pa.nome nome_paciente, to_char(sol.created , 'yyyy-mm-dd hh24:mi') criado_em FROM po_apacs_solicitacoes sol INNER JOIN po_pacientes pa on sol.paciente_id = pa.id WHERE  pa.nome like '%NOME DO PACIENTE%' ORDER BY id DESC;
```

No resultado da pesquisa, verifique se as colunas apa_num e criado_em de pelo menos uma linha conferem com a APAC e datas informadas. Se sim, memorize o ID (coluna id). Em seguida, execute o comando SQL para realizar a correção, substituindo o número incorreto pelo correto:

```sql
UPDATE po_apacs_solicitacoes 
SET apa_num = '99999999999' /* número correto */
WHERE id = 00000; /* ID da select anterior */
```

Para excluir o número da autorização da APAC, o procedimento é semelhante, mas o comando SQL a ser executado é:

```sql
UPDATE po_apacs_solicitacoes 
SET apa_num = NULL 
WHERE id = 00000; /* ID da select anterior */
```",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.026 CORRIGIR NÚMERO DE AUTORIZAÇÃO DE UMA APAC.docx
97,Como habilitar chamada em espera?,"Para habilitar a chamada em espera em um ramal, acesse a Central Telefônica através da interface web no endereço 10.100.208.21, entre com o username e password do administrador. Selecione a opção ""PBX Basic"", subitem ""Extensions"" ou através da opção ""System Information"", subitem ""Extensions Status"" e edite as configurações do ramal desejado. Na aba Options, altere o campo ""Options"", item ""Call Waiting"" para Enable. Após alterar, clique em ""Save"" e, em seguida, clique na faixa em vermelho ""Apply Configurations Changes Here"" para aplicar as alterações.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.022 HABILITAR CHAMADA EM ESPERA NO RAMAL.docx
98,Como habilitar correio de voz?,"Para habilitar o correio de voz em um ramal, é necessário acessar a Central Telefônica através da interface web, no endereço 10.100.208.21, utilizando o username e password do administrador. Após acessar a central, selecione a opção ""PBX Basic"", subitem ""Extensions"" e edite as configurações do ramal desejado. Na aba ""Voicemail"", marque a caixa ""Enable Voicemail"" e preencha os campos solicitados. Na aba ""Options"", altere o campo ""Call Forward"" e marque a opção ""Voicemail"". Por fim, clique em ""Save"" e ""Apply Configurations Changes Here"".",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.024 HABILITAR CORREIO DE VOZ NO RAMAL.docx
99,"Como corrigir datas de uma APAC?
","Para corrigir datas de uma APAC, siga os passos abaixo:

1.  **Identificação da Solicitação:** Inicie buscando, pelo nome do paciente, o ID da solicitação referente à APAC que terá a data alterada. Utilize o seguinte comando SQL:
    ```sql
    SELECT sol.id, sol.apa_num, pa.nome nome_paciente, to_char(sol.created , 'yyyy-mm-dd hh24:mi') criado_em FROM po_apacs_solicitacoes sol INNER JOIN po_pacientes pa on sol.paciente_id = pa.id WHERE  pa.nome like '%NOME DO PACIENTE%' ORDER BY id DESC;
    ```
2.  **Localize o ID:** No resultado da pesquisa, verifique se existe algum registro com a APAC (coluna `apa_num`) igual à informada na abertura do chamado. Se sim, memorize o ID (coluna `id`), que será usado na cláusula `WHERE` dos comandos a seguir.

3.  **Tipos de Alteração e Comandos UPDATE:**
    *   **Data de Solicitação, Início e Fim da Validade, e Data da Autorização:** Para ajustar essas datas, execute o seguinte comando, alterando as partes grifadas em verde de acordo com o conteúdo correto:
        ```sql
        UPDATE po_apacs_solicitacoes 
        SET xxxxxxxxxxxxxxxxxx
        WHERE id = 00000; /* ID da select anterior */
        ```
        *   `SET apa_dtiinval = 'AAAA-MM-DD'` (Trocar data de início da validade)
        *   `SET apa_dtfimval = 'AAAA-MM-DD'` (Trocar data de fim da validade)
        *   `SET created = 'AAAA-MM-DD'` (Trocar data de solicitação)
        *   `SET apa_dataut = 'AAAA-MM-DD'` (Trocar data da autorização)
    *   **Data do Início do Tratamento Solicitado e Data da Identificação Patológica:**
        *   Altere a data `apa_dtiinval` na tabela `po_apacs_solicitacoes` como descrito acima.
        *   Ajuste a tabela `po_apacs_qts_rts`. Utilize o ID da pesquisa do comando 1 e execute:
            ```sql
            SELECT * FROM po_apacs_qts_rts WHERE apa_solicitacao_id = 00000 ORDER BY id;
            ```
        *   Verifique se as linhas retornadas correspondem às regras especificadas para `apa_dtintr`, `apa_pr`, e `apa_cmp`. Se precisar atualizar, use o comando:
            ```sql
            UPDATE po_apacs_qts_rts
            SET
                apa_cmp = 202206,        /* Formato AAAAMM */
                apa_pr = '2022-06-01',   /* Formato 'AAAA-MM-DD' */
                apa_dtintr = '2022-06-08',  /* Formato 'AAAA-MM-DD' */
                updated = '2022-06-28 10:32' /* Data e hora da correção */
            WHERE
                id = 88888;
            ```
        *   Para alterar a Data da Identificação Patológica, utilize a mesma consulta anterior (comando 3) e atualize as informações retornadas no campo `apa_dtiden`:
            ```sql
            UPDATE po_apacs_qts_rts
            SET
                apa_cmp = 202206,        /* Formato AAAAMM */
                apa_dtiden = '2022-05-01',  /* Formato 'AAAA-MM-DD' */
                updated = '2022-06-28 10:32' /* Data e hora da correção */
            WHERE
                id = 88888;
            ```

Lembre-se de substituir os valores de exemplo (`AAAA-MM-DD`, `00000`, `88888`, etc.) pelos valores corretos correspondentes ao seu caso.","Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.027 CORRIGIR DATAS (SOLICITAÇÃO, INÍCIO E FIM) DE UMA APAC.docx"
100,"Como atualizar o SISAIH?

","Para atualizar o sistema SISAIH01, siga os seguintes passos:

1.  A solicitação de atualização deve ser efetuada pelo setor responsável, através de chamado no GLPI, informando a nova versão e os computadores a serem atualizados.
2.  Baixe o executável da versão solicitada no site do Datasus: http://sihd.datasus.gov.br/versao/versao_sisaih01.php.
3.  Entre em contato com o setor demandante e solicite que o sistema seja fechado em todos os computadores.
4.  Acesse o servidor Datasus via ""Conexão de Área de Trabalho Remota"" (IP: 10.100.0.51), utilizando o usuário administrador e a senha padrão.
5.  Crie uma pasta com o nº da versão atual e a data (versão_xxxx_ddmmaa) na pasta “SISAIH01”, localizada no disco local D:BKP. Realize o backup da base de dados do SISAIH01 localizada em D:DatasusSISAIH01. Copie os arquivos SISAIH01.GDB, SISAIH00.GDB e SISAIH99.GDB para a pasta criada anteriormente.
6.  Execute o arquivo de instalação da última versão baixada no servidor, clicando em AVANÇAR e depois em CONCLUIR. Após este passo a versão foi atualizada no servidor.
7.  Acesse cada um dos computadores informados no chamado do GLPI pelo VNC Viewer ou UltraVNC e execute o arquivo de instalação da última versão baixada. Clique em AVANÇAR e depois em CONCLUIR.
8.  Feche a conexão com os computadores e com o servidor remoto e finalize o chamado no sistema GLPI.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.018 ATUALIZAR SISTEMA SISAIH01.docx
101,"Como instalar o sistema operacional num computador?

","Para instalar o sistema operacional em um computador, siga os seguintes passos: primeiro, dar boot pelo CD do Acronis. Na tela seguinte, selecione a terceira opção: Acronis True Image Echo Enterprise Server (Full Version). Depois, clique na opção Recovery e em Next. No menu do lado esquerdo, selecione “HD_Suporte”, abra a pasta “Imagens” e selecione a imagem do Sistema Operacional que deseja. Marque a opção “Restore disk or Partitions” (Primeira Opção), depois clique em Next. Selecione “Disk2”, clicar em Next. Selecione o HD que será formatado (Ter o cuidado para não selecionar o HD externo), depois pressione Next. Marque a primeira Opção, “Yes, I want to delete all the partitions or the destination hard disk drive before restoring”, depois clicar em Next. Deixe a segunda opção marcada “No, I do not.”, depois selecione Next. Na tela “Additional setting” não marque nada, selecione Next. Por fim, na última tela, clique em “Proceed”, espere a finalização do procedimento e clique em “Ok” no final.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.020 INSTALAR SISTEMA OPERACIONAL UTILIZANDO O HD EXTERNO.docx
102,"Como formatar um computador?

","Desculpe, mas os documentos fornecidos não contêm informações sobre como formatar um computador.",Esta resposta foi formulada com base no(s) documento(s): 
103,"Como realizar o preparo pré operatório das mãos?
","Para realizar o preparo pré-operatório das mãos, siga os seguintes passos:

1.  Abra a torneira e molhe as mãos, antebraços e cotovelos.
2.  Recolha o antisséptico (clorexidina 2%) com as mãos em conchas e espalhe nas mãos, antebraços e cotovelos. Se usar esponja impregnada com antisséptico (clorexidina 2%), pressione a esponja contra a pele e espalhe por todas as partes (mãos, antebraços e cotovelos).
3.  Limpe sob as unhas com as cerdas da escova ou com o limpador de unhas, sob água corrente. As escovas são exclusivas para limpeza do leito ungueal.
4.  Friccione as mãos observando os espaços interdigitais e os antebraços por no mínimo, 03 a 05 minutos para a primeira cirurgia, e 02 a 03 minutos para as cirurgias subsequentes, mantendo as mãos acima do cotovelo.
5.  Enxágue as mãos com água corrente no sentido das mãos para cotovelos retirando todo o resíduo do produto. Feche a torneira com os cotovelos, joelho ou pés, se a torneira não possuir fotosensor.
6.  Enxugue as mãos em toalhas ou compressas estéreis, com movimentos compressivos, iniciando pelas mãos e seguindo pelos antebraços e cotovelos, atentando para utilizar diferentes dobras da toalha/compressa para regiões distintas.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.002 ANTISSEPSIA CIRÚRGICA E PREPARO PRÉ OPERATÓRIO DAS MÃOS V.04.docx
104,"Qual o tipo de precaução para a doença adenovírus?
","Para adenovírus em lactentes e pré-escolares, a precaução é por gotículas e contato.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.003 Instituir precauções adicionais específicas v.04.docx
105,"Qual o tempo de precaução para a doença adenovírus?
","Para Adenovírus em lactentes e pré-escolares, a precaução é por gotículas e contato, durante a doença.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.003 Instituir precauções adicionais específicas v.04.docx
106,"Qual o tipo de precaução para brucelose?
",A precaução para brucelose é a precaução padrão.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.003 Instituir precauções adicionais específicas v.04.docx
107,"Qual a duração da precaução para clostridium?
",A precaução para *Clostridium difficile* (Colite associada a antibiótico) é de contato e deve ser mantida durante a doença. Deve-se descontinuar antimicrobianos se apropriado. A precaução deve ser instituída na suspeita e mantida até 48 horas sem diarreia e com tratamento adequado. Limpeza e desinfecção com hipoclorito podem ser necessárias se a transmissão persistir. A higiene das mãos deve ser feita com água e sabão sem antissépticos.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.003 Instituir precauções adicionais específicas v.04.docx
108,"Qual o tipo e a duração da precaução para tuberculose extrapulmonar?
",A precaução para tuberculose extrapulmonar e não laríngea é a precaução padrão.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.003 Instituir precauções adicionais específicas v.04.docx
109,"Qual o tipo e a duração da precaução para suspeita de tuberculose pulmonar?
","Para casos de suspeita de tuberculose pulmonar, a precaução é por aerossóis. A duração é até que se obtenham 3 pesquisas de BAAR negativas ou Genexpert negativo ou diagnóstico alternativo estabelecido.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.003 Instituir precauções adicionais específicas v.04.docx
110,"O que é precaução padrão?

","Precaução padrão são medidas universais que devem ser adotadas pelos profissionais de saúde para todos os pacientes, independentemente do diagnóstico.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.004 Adotar medidas de precaução padrão v.04.docx
111,"O que é precaução padrão?
Quais os momentos de higienização das mãos?
","A precaução padrão são medidas universais que devem ser adotadas pelos profissionais de saúde para todos os pacientes, independente do diagnóstico. A higiene das mãos deve ocorrer antes e depois do contato com o paciente, antes de manusear dispositivos invasivos, após contato com sangue, secreções ou fluidos corporais (mesmo usando luvas), durante a assistência ao paciente ao passar de uma área contaminada para outra área não contaminada do corpo do paciente, e após contato com as superfícies próximas do paciente.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.004 Adotar medidas de precaução padrão v.04.docx
112,"Quando devo usar luvas?
","As luvas devem ser usadas quando houver risco ou contato direto com sangue, secreções, excreções, mucosas e pele não íntegra.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.004 Adotar medidas de precaução padrão v.04.docx
113,"Como descartar material perfurocortante?
","Materiais perfurocortantes devem ser descartados em recipientes adequados, utilizando sempre os dispositivos de segurança, conforme o manual de Biossegurança e precauções na assistência.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.004 Adotar medidas de precaução padrão v.04.docx
114,Quando a precaução por contato é indicada?,A precaução de contato é indicada para pacientes infectados ou colonizados por bactérias multirresistentes ou micro-organismos epidemiologicamente importantes passíveis de transmissão por contato direto.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.005 Adotar medidas de precaução de contato v.05.docx
115,Quando a precaução por gotículas é indicada?,"A precaução para gotículas é indicada para pacientes com infecção suspeita ou reconhecida, de importância epidemiológica e que sejam transmitidas por gotículas com tamanho superior a 5µ.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.006 Adotar medidas de precaução para gotículas v.04.docx
116,A mascara N95 pode ser reutilizada?,"A máscara N95 pode ser reutilizada enquanto apresentar vedação aceitável, não apresentar sinais de estrago, perda de qualidade e não estiver úmida e/ou suja.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.007 Adotar medidas de precaução para aerossóis v.04.docx
117,Quando deve ser feita a tricotomia pré operatória?,"A tricotomia pré-operatória não deve ser realizada rotineiramente. Caso haja indicação, deve ser feita imediatamente antes da cirurgia, utilizando tricotomizadores elétricos, e fora da sala de cirurgia.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.008 TRICOTOMIA PRÉ OPERATÓRIA V.02.docx
118,Quando preencher o checklist de prevenção de infecção de corrente sanguínea?,"O checklist de Prevenção da Infecção de Corrente Sanguínea Associada a Cateter Venoso Central (CVC) deve ser preenchido em todas as passagens de acesso venoso central realizadas no HE - UFPel/EBSERH, concomitantemente à realização do procedimento, independentemente do turno.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.009 PREENCHER CHECK LIST DAS PRÁTICAS DE INSERÇÃO SEGURA DE CATETERES CENTRAIS V.03.docx
119,Onde ele esta disponivel?,Não é possível responder a esta pergunta com base nos documentos fornecidos.,Esta resposta foi formulada com base no(s) documento(s): 
120,Onde esta disponível o checklist de prevenção de infecção de corrente sanguínea?,"O checklist de Prevenção da Infecção de Corrente Sanguínea Associada a Cateter Venoso Central (CVC) está disponível no site do hospital no sistema ADS Hospitalar, aba documentos, pasta CCIH, formulário CCIH – 002.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.009 PREENCHER CHECK LIST DAS PRÁTICAS DE INSERÇÃO SEGURA DE CATETERES CENTRAIS V.03.docx
121,Quando deve ser realizada cultura de vigilancia?,"Na UTI adulto, a cultura de vigilância deve ser realizada em pacientes oriundos de outras instituições de saúde, que permaneceram internados por 72 horas ou menos, se associado a procedimentos invasivos (intubação orotraqueal, acessos venosos centrais e arteriais, cateterismo vesical de demora), em pacientes oriundos de outros setores do HE-UFPel que permaneceram internados por 7 dias ou mais, e em pacientes com histórico de hospitalização recente em UTI (últimos 3 meses) ou internação em instituições de longa permanência, home-care e hemodiálise. Na UTI Neonatal, a cultura de vigilância deve ser realizada em Recém Nascido (RN) proveniente de outra instituição hospitalar com mais de 24 horas de vida, ou com menos de 24 horas de vida, caso tenha realizado procedimentos invasivos (cirurgia, cateter central, sonda vesical, intubação).","Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.011 CULTURAS DE VIGILÂNCIA NA UTI ADULTO V.03.docx, POP.CCIH.012 CULTURA DE VIGILÂNCIA UTI NEONATAL V.03.docx"
122,Quando deve ser trocado o ressuscitador manual?,O ressuscitador manual autoinflável (Ambú) deve ser trocado entre pacientes e passar por desinfecção de alto nível.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx
123,Por quanto tempo pode usar um equipo de infusão intermitente?,Um equipo de infusão intermitente pode ser utilizado por 24 horas.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx
124,Por quanto tempo pode usar um equipo de NPT?,O equipo de NPT deve ser trocado a cada bolsa.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx
125,Por quanto tempo pode o extensor?,Extensores devem ser trocados juntamente com o sistema de infusão.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx
126,Quando trocar o CVC?,O cateter venoso central (CVC) não tem uma rotina de troca estabelecida e não deve ser substituído apenas em virtude do tempo de permanência.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx
127,Quando trocar o cateter umbilical?,"O cateter umbilical arterial deve ser trocado a cada 5 dias, e o venoso a cada 7 a 14 dias.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx
128,Quando trocar a cobertura de CVC?,"A cobertura do cateter venoso central (CVC) deve ser trocada conforme o material utilizado: membrana transparente semipermeável até 7 dias ou cobertura de gaze estéril até 48 horas. A troca deve ser imediata se a cobertura estiver solta, suja ou úmida.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx
129,"quais são as responsabilidades do setor de suprimentos
","O setor de suprimentos tem as seguintes responsabilidades:

*   Solicitar à Unidade de Saúde Ocupacional e Segurança do Trabalho aprovação de todo novo produto químico
*   Somente efetuar compra de produto químico que venha acompanhado de ficha de informação de segurança de produtos químicos, em português","Esta resposta foi formulada com base no(s) documento(s): POP.USOST.002 Trabalhos com produtos quimicos - requisitos basicos.docx, POP.USOST.009 Trabalhos com produtos quimicos - rotulagem de embalagens.docx, POP.USOST.006 Trabalhos com produtos quimicos - requisitos gerais de seguranca na armazenagem.docx, POP.USOST.003 Trabalhos com produtos quimicos - capacitacao dos profissionais.docx, POP.USOST.005 Trabalhos com produtos quimicos - seguranca no recebimento e entrega.docx, POP.USOST.004 Trabalhos com produtos quimicos - requisitos para aquisicao.docx, POP.USOST.007 Trabalhos com produtos quimicos - requisitos especificos de armazenagem manuseio e processamento.docx, POP.USOST.008 Trabalhos com produtos quimicos - emergencia quimica.docx"
130,descreva Paramentação durante manuseio de produtos químicos,"A paramentação durante o manuseio de produtos químicos inclui:

*   Avental de PVC ou outra composição impermeável: Obrigatório durante a manipulação de produtos químicos líquidos, como formol, ácido clorídrico, ácido peracético, corantes e outros.
*   Avental cirúrgico com proteção contra produtos químicos: Obrigatório durante a manipulação e administração de quimioterápicos.
*   Calçado de segurança: Obrigatório durante o manuseio e transporte de produtos químicos.
*   Luvas para proteção química: Obrigatório durante o manuseio de produtos químicos com risco de contato com a pele, exceto durante uso de soluções como álcool, clorexidina e outras de atividades médicas assistenciais.
*   Luvas de procedimento: Obrigatório durante atendimento com uso de soluções como álcool, clorexidina, administração de quimioterápicos e outras atividades médicas assistenciais. Este requisito não se aplica no caso dos produtos químicos em questão estar sendo usado para a higienização de mãos.
*   Luvas cirúrgicas: Obrigatório durante manipulação de quimioterápicos (dois pares).
*   Máscara respiratória - respirador PFF2/N95: Obrigatório em ambiente ou durante o manuseio de PQ com risco de inalação de particulados, como poeiras, névoas ou fumos.
*   Máscara respiratória - com filtro gases ácidos/vapores orgânicos: Obrigatório durante manipulação de produtos químicos com gases, vapores, tais como formol, ácido clorídrico, ácido peracético, tintas, solventes e outros.
*   Óculos de proteção: Obrigatório em ambiente ou durante o manuseio de produtos químicos com risco de contato com respingos ou gotículas com os olhos do trabalhador.",Esta resposta foi formulada com base no(s) documento(s): POP.USOST.007 Trabalhos com produtos quimicos - requisitos especificos de armazenagem manuseio e processamento.docx
131,"o que fazer quando um empregado esta em crise ?
","Os documentos fornecidos não detalham o que fazer especificamente quando um empregado está em crise. No entanto, o documento POP.USOST.012_PADRONIZAR CONDUTA PARA ATENDIMENTO PSICOSSOCIAL DO CANAL DE SAÚDE MENTAL.docx descreve um processo de acolhimento psicossocial e identificação preventiva de riscos psicossociais e de saúde mental, que pode ser acionado em situações de sofrimento mental do colaborador. Este processo envolve o contato com o enfermeiro de saúde mental, a realização de escuta qualificada, encaminhamento para avaliação por outros profissionais da equipe do canal de saúde mental e comunicação com a chefia imediata.",Esta resposta foi formulada com base no(s) documento(s): POP.USOST.012_PADRONIZAR CONDUTA PARA ATENDIMENTO PSICOSSOCIAL DO CANAL DE SAÚDE MENTAL.docx
132,"o que fazer quando acontece derramamento de produto quimico na pele?

","As ações de emergência pós exposição pessoal a produtos químicos variam de acordo com cada produto, por isso devem ser seguidas as instruções contidas em suas respectivas Fichas de Informação de Segurança de Produtos Químicos. O médico deverá ser consultado imediatamente ou o mais breve possível.",Esta resposta foi formulada com base no(s) documento(s): POP.USOST.008 Trabalhos com produtos quimicos - emergencia quimica.docx
133,"o que fazer se durante o procedimento o empregado percebe que a mascara N95 não foi colocada adequadamente?

",O documento não especifica o que fazer se a máscara N95 não for colocada adequadamente durante o procedimento.,Esta resposta foi formulada com base no(s) documento(s): 
134,"quais os indices de práticas seguras no HE
","O documento informa que o Índice de Práticas Seguras (IPS) pode ser classificado em quatro níveis:

*   IPS ótimo: > 95%
*   IPS bom: de 86 a 95%
*   IPS regular: de 71 a 85%
*   IPS ruim: ≤ 70%",Esta resposta foi formulada com base no(s) documento(s): POP.USOST.011 AUDITORIA DO INDICE PRATICAS SEGURAS.docx
135,"o que fazer com colega que não esta bem emocionalmente e não aceita ajuda?

","O documento POP.USOST.012_PADRONIZAR CONDUTA PARA ATENDIMENTO PSICOSSOCIAL DO CANAL DE SAÚDE MENTAL.docx descreve que um colaborador que identificar sinais de sofrimento mental em um colega de trabalho, deve entrar em contato com o enfermeiro de saúde mental, através do e-mail: sm.usost.he-ufpel@ebserh.gov.br ou Ramal 5166. O enfermeiro de saúde mental deverá consultar e agendar com o colaborador em questão o dia, horário e local, para realização da escuta qualificada.",Esta resposta foi formulada com base no(s) documento(s): POP.USOST.012_PADRONIZAR CONDUTA PARA ATENDIMENTO PSICOSSOCIAL DO CANAL DE SAÚDE MENTAL.docx
136,"Quando as superfícies de trabalho devem ser limpas e desinfectadas?
",As superfícies de trabalho devem ser limpas e desinfetadas no mínimo uma vez por turno e sempre que necessário.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.005 Adotar medidas de precaução de contato v.05.docx
137,"Considerando os princípios de proteção biológica, quando algum material biológico deve ser considerado e tratado como contaminado?
",Não há informações nos documentos fornecidos sobre quando algum material biológico deve ser considerado e tratado como contaminado.,Esta resposta foi formulada com base no(s) documento(s): 
138,"O uso de adornos é permitido no Hospital Escola, desde que estes sejam pequenos, não estejam localizados nas mãos e não ofereçam risco de acidente durante execução dos procedimentos? 
","Não, não é permitido o uso de adornos (alianças e anéis, pulseiras, relógios de uso pessoal, colares, brincos, broches e piercing expostos) no interior do HE.",Esta resposta foi formulada com base no(s) documento(s): MA.GEP.001 MANUAL DO RESIDENTE.docx
